"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2011","2011",50.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2012","2012",50.8,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2013","2013",51.3,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2014","2014",51.4,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2015","2015",52.11,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2016","2016",52.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2017","2017",53.17,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2000","2000",26.3,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2001","2001",26.87,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2002","2002",27.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2003","2003",27.62,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2004","2004",27.93,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2005","2005",28.18,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2006","2006",28.26,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2007","2007",28.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2008","2008",28.84,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2009","2009",28.96,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2010","2010",29.14,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2011","2011",29.69,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2012","2012",29.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2013","2013",29.87,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2014","2014",30.18,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2015","2015",30.72,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2016","2016",31.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2017","2017",32.23,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2000","2000",35.57,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2001","2001",37.47,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2002","2002",38.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2003","2003",40.56,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2004","2004",42.34,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2005","2005",44.69,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2006","2006",46.32,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2007","2007",47.39,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2008","2008",49.19,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2009","2009",51.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2010","2010",54.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2011","2011",56.03,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2012","2012",58.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2013","2013",60.48,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2014","2014",62.26,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","JPN","Japan","2015","2015",64.63,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","KOR","Korea","2008","2008",17.34,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","KOR","Korea","2009","2009",20.41,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","KOR","Korea","2010","2010",23.45,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","KOR","Korea","2011","2011",26.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","KOR","Korea","2012","2012",28.19,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","KOR","Korea","2013","2013",31.04,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","KOR","Korea","2014","2014",33.67,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","KOR","Korea","2015","2015",34.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","KOR","Korea","2016","2016",36.31,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","KOR","Korea","2017","2017",37.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2000","2000",40.39,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2001","2001",42.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2002","2002",44.97,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2003","2003",47.69,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2004","2004",50.01,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2005","2005",52.2,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2006","2006",54.2,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2007","2007",56.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2008","2008",58.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2009","2009",59.84,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2010","2010",63.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2011","2011",65.36,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2012","2012",67.85,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2013","2013",71.24,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2014","2014",73.01,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2015","2015",74.01,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2016","2016",74.18,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LUX","Luxembourg","2017","2017",76.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2000","2000",8.94,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2001","2001",8.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2002","2002",8.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2003","2003",9.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2004","2004",9.06,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2005","2005",9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2006","2006",8.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2007","2007",9.09,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2008","2008",9.06,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2009","2009",9.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2010","2010",9.18,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2011","2011",9.22,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2012","2012",9.23,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2013","2013",9.32,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2014","2014",9.27,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2015","2015",9.28,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2016","2016",9.3,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","MEX","Mexico","2017","2017",9.36,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2000","2000",63.17,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2001","2001",65.37,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2002","2002",68.43,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2003","2003",71,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2004","2004",70.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2005","2005",72.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2006","2006",74.94,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2007","2007",76.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2008","2008",79.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2009","2009",81.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2010","2010",83.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2011","2011",85.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2012","2012",85.71,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2013","2013",84.92,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2014","2014",82.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2015","2015",81.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2016","2016",80.62,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2017","2017",81.61,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NZL","New Zealand","2013","2013",55.11,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NZL","New Zealand","2014","2014",55.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NZL","New Zealand","2015","2015",55.53,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2000","2000",91.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2001","2001",94.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2002","2002",96.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2003","2003",96.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2004","2004",99.09,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2005","2005",99.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2006","2006",101.92,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2007","2007",103.42,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2008","2008",105.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2009","2009",106.03,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2010","2010",106.36,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2011","2011",108.01,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2012","2012",108.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2013","2013",109.06,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2014","2014",109.2,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2015","2015",109.66,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2016","2016",110.04,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2000","2000",23.2,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2001","2001",20.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2002","2002",21.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2003","2003",21.65,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2004","2004",20.85,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2005","2005",20.84,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2006","2006",22.01,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2007","2007",21.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2008","2008",22.39,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2009","2009",23.03,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2010","2010",23.66,"B","Break"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2011","2011",23.34,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2012","2012",23.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2013","2013",24.66,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2014","2014",24.56,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2015","2015",24.85,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2016","2016",25.41,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2017","2017",25.76,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2000","2000",27.63,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2001","2001",27.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2002","2002",28.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2003","2003",29.01,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2004","2004",29.42,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2005","2005",29.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2006","2006",30.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2007","2007",30.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2008","2008",31.31,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2009","2009",32.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2010","2010",32.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2011","2011",33.17,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2012","2012",33.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2013","2013",33.56,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2014","2014",34.48,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2015","2015",35.27,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2016","2016",36.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2017","2017",38.16,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2000","2000",25.78,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2001","2001",26.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2002","2002",26.11,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2003","2003",25.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2004","2004",24.49,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2005","2005",22.78,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2006","2006",22.66,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2007","2007",23.58,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2008","2008",23.78,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2009","2009",22.64,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2010","2010",22.87,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2011","2011",23.15,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2012","2012",23.05,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2013","2013",22.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2014","2014",23.8,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2015","2015",24.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2016","2016",24.78,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2017","2017",25.21,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2000","2000",21.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2001","2001",21.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2002","2002",22.31,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2003","2003",23.52,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2004","2004",24.28,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2005","2005",25.26,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2006","2006",26.46,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2007","2007",26.87,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2008","2008",27.18,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2009","2009",27.34,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2010","2010",28.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2011","2011",28.45,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2012","2012",27.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2013","2013",27.16,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2014","2014",27.88,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2015","2015",28.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2016","2016",29.26,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2017","2017",30.18,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2000","2000",80.82,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2001","2001",80.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2002","2002",82.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2003","2003",81.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2004","2004",81.61,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2005","2005",81.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2006","2006",80.72,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2007","2007",81.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2008","2008",80.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2009","2009",79.8,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2010","2010",78.8,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2011","2011",79.8,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2012","2012",79,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2013","2013",79.48,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2014","2014",80.44,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2015","2015",82.66,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2016","2016",85.26,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2017","2017",85.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2000","2000",58.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2001","2001",58.52,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2002","2002",59.23,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2003","2003",60.85,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2004","2004",61.54,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2005","2005",62.86,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2006","2006",63.84,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2007","2007",64.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2008","2008",65.65,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2009","2009",66.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2010","2010",67.52,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2011","2011",69.91,,
